pid,front_text,back_text
200001495,디아로펜 디아로펜,
201006442,마크AX2,
201006443,마크AX5,
201100609,OLM,마크
201100610,AG,20+
199301035,,PC
201006790,CKD200,
201007750,C분할선32,CKD
200404421,NGP DFZ,
199806929,NKGD,분할선
201100611,AG,10
201006918,NEV,
201007193,이지목 플러스,
201006908,150,분할선
201100823,G10,D-W
199401928,BS,
201101576,미리코프,
201101585,비타레디,
201005081,마크 A1,
201005082,마크 A2,
201005134,A15,H
201003803,HM1,
201005133,H,A5
201007672,마크,ZLT-100
201100913,MK,OL
201100945,hw,20
201100949,WK,C1
201100889,JY,OMP
201100890,KJO,
201100894,hw,82
201800201,JS분할선VH,
201004729,D,5
201100492,MO4,마크
201100901,마크,
201100978,Kb,20
201100984,OR,CΛ
201006554,메가콘친G,
201100572,CKD CKD100 100,
201100608,OLM,마크
201100613,AG,40
200701087,BMS,527
200511065,Neurontin®----------400mg마크,
201004222,마크,분할선
201006866,SSWB,
199100801,마크,
201007708,CH분할선KD,
201100775,KPP,MPV
201006534,ONE,
201006555,SI MCα,
201004230,MF 350,KD
201005702,RP-JDF,
199802684,YPHD,
201006592,KKV,
201007523,HN,VH16
200300592,I분할선H,
201101004,Caltrate,4D분할선600
201007518,DKP ST,
201007275,BIT,10/20
201007692,NVR BCR,
200802224,NMTD,
200803216,GN,
201100615,마크,O20
199101924,GASTASE,
201100614,마크,OP
201100616,마크,O40
199302903,마크 CFC,
200701085,BMS,524
201100215,C분할선8,YJP
201007775,GHK,
199803156,마크,JSM
201003152,D-W,TS8
201003154,IY40,
201005500,B분할선R,FMS12
201110452,KPP,CQV
201109334,GNC,
201110292,KPP,EC
201110744,D-W,BTM
201111088,MPH 10,
200403077,GJED,
201110104,MM,V분할선T
201107630,A노즈,
201110262,SIL,A분할선X
201109818,I분할선D,
201109024,마크 PGN150,
201109335,GNH,
201109285,BI P75,
201110057,U-007 5,분할선
201109654,,
199902890,알파 SCM,
199701674,R분할선Z,마크
201110136,KPP,PE
201110095,WY20,
201109291,UNIMED PGN        75,
201108893,CA분할선MM,분할선
201109188,마크,100
200003480,CA분할선FEM,
200302004,CA ECC,
201108895,GHL,
201108885,A-5,M분할선I
201109287,IY PGN75,
201109293,마크 PGN150,
201109297,YJP PGN     75,
201109259,WI PEN    75,
201109264,VT,100
200500146,Q10,
201107720,LG VQM,
201109275,HL PGN150,
201109276,AJU PG150,
201109279,D.W PGN    150,
201108892,SAMJIN PGN        75,
201109298,YJP PGN    150,
200502557,GJ,분할선
197700348,HANAHANA,분할선
199001722,HNOTD,
201109222,ALK NPL1,
201109106,MM HPS,
201110120,D-W IB,
201110123,T38,
201109150,마크 PGN75,
201108203,RENVELA800,
201800191,DTT,
201110352,Binex BCL,
201110192,SRP,분할선
201109296,UNIMED PGN       150,
201109304,SK PGN   150,
201109312,Wal C45,
201109274,HL PGN75,
201109307,HN PGN   75,
201109308,HN PGN   150,
201109333,GNN,
200800642,PK,H
201109221,SP Lycabal    150mg,
201109189,GP,
199806914,CKD,P
200706771,EU,
200301956,CPK 이덴트+,
200301964,CPK1,
201110424,CΛC,
201109225,P150 마크,
201109226,SP Lycabal    75mg,
201109234,SIL PGN    150,
201110400,D-W VTR,
200202889,A-008 10,
201109143,bcwp PRG      75,
201108890,HD PGN   150,
201109280,DC 25,분할선
201109292,마크 PGN75,
201109295,DWP PGN    150,
201110023,H,N
201110492,마크,10
201109435,RP SAC,
200108676,4165,
201110056,U-008 10,분할선
201110058,R,U
201110059,CER 200,
201110133,KPP,MV
201110105,MM,V분할선T
201110467,RED-B,
200308625,FT-TGR,
201109277,AJU PG75,
201109151,마크 PGN150,
201109163,DD,
201109301,Z,분할선5
201110062,DM80,
201109233,SIL PGN    75,
201110472,MI,AM분할선400
201109149,GM25,U분할선T
201108891,HD PGN    75,
201109278,D.W PGN    75,
201200715,NBP,분할선
201111140,YJ,P분할선7
201109238,KDC PRC    75,
201109258,GM125,UT
201109286,BI P150,
201109294,DWP PGN    75,
201112299,마크,R
201109330,NCAP NCAP,
201109155,PRGB 75,
201109309,MK P75,
201109826,ET-JF,
201108894,KPP,MJ400
201107689,MB 100,
201109236,BMI 120,
201109254,KBP PGN    150,
201109596,더블락 더블락,
201110294,마크,
201109733,MINOL·FT·,MINOL·FT·
201109733,MINOL·FT·,MINOL·FT·
201201587,LΛYLΛ,분할선
199502076,KD,111
198600751,TH10 TH10,
201201795,Λ L,T L
200500329,SS CHF,
200109952,10mg,
201800231,PRS,
200500965,MGR,KW
199801897,마크,LXT
201202525,HM,D150
200706331,D.W,100
201200930,자임큐텐,
201201601,KPP,KVP
200501559,NZT 75,
201110646,YH DXP,
201110661,KD FQ,
201201967,HK,NE
200811061,TG분할선L,
198300937,CHO-A ALP,
201201261,V분할선32,CKD
201201265,PX분할선10,H분할선H
201111091,MPH 20,
201202771,마그액티브,
201201837,C,D.W
200600408,RGPM,
200809718,Z,75
201201166,마크,V4
201200814,MTS,I
201200812,명콜노즈,
200402716,PKP,
201200853,KKLV,
201201038,ENO,
200402023,Wal C14,
198500834,AUGMENTIN,
198801199,AN,UT
201200003,뉴먼트K,
201200186,VL,분할선
201202396,AT,20
201202397,ggr,
201202398,CKD COPRE,
200301252,ELS DWP,
201201272,마크,▽20
201202758,마크,M/F
200103819,RBT,
198600374,PDC 25,
201202411,BC5,분할선
201202412,마크,분할선
200500150,CKD FER,
201201600,COFEM,
200501687,NGP,ADN
200402739,PKL,
201200790,,
201200790,,
199800542,마크 NPC250,
200702694,K/D,15
199501577,Mutage,분할선
200402458,SUDO SUDOEPT  EPT,
199502215,GM500,
201201059,마크,V32
200403661,RPENT,
197700036,DA APR,
200902350,마크,Amosartan  5/50
198800791,BPH,A400
199801435,C3K,
200900694,PP,PQ
201201263,132,93
200403465,마크,CCF
200808196,CPK RPN,
199801580,THI,
201202446,GRM,
201200975,CKD15,분할선
201201602,KPP,MGA
200402327,KGP CFD500,
201200854,C1,
200403189,HD분할선G2,분할선
201200955,ID EX,
201201039,OMV,
201201271,마크,▽15
200402774,RA분할선5,K분할선D
199400099,BBC,
200501558,마크,AM분할선5
200503007,B분할선Kb,분할선
199002112,E5,cr
200901304,JS AC,
198400031,DK,
201202526,R분할선C,150
201202870,YH,701
201202871,KW,4
201202872,KW,5
197600550,마크,
200500254,DGTH,800
201201684,Be,
200902577,CORE,
201201266,ΛL,
200103882,PM,분할선
201200435,DLT,50
200902941,JS01,
200402489,마크227,분할선
200403216,MM4,
200600011,마크,LN
200400509,YH AM2.5,
199000640,ANP,10
199907053,ACCOLATE   20,
201200315,MCM,
201200267,WO,
201200216,UT,AM분할선10
201200380,S30,마크
201200627,ZA,5.0
200400201,OST,
200403614,YMLCD 500,
197800303,MET,십자분할선
201200586,AD25,분할선
201200587,93,7304
201200590,SP 20,
201200120,슈펙트 200,
200300791,마크,A50
201200004,뉴먼트Q,
199703562,CN,
200706185,콜리날,
201200677,TMC,25
201112195,마크 CRZ 250,
199801306,JY LPM,
200200605,AJU SPT,
201200727,500,UT
200101245,E분할선N,
200703161,AG,BMX
201200682,IR,10
200401396,UNI DX,
199803672,MOBAN2|5,GATE
200500424,ID L10,분할선
198500207,ID,
200607971,마크,분할선
200802066,CL00,
200500853,TRFDS,십자분할선
199601533,CFS,
198500624,명인OT300,
199803080,ALSC,
200500718,D-W,TX
199700579,HSP,130
201200717,마크,
200403055,GJTM,
201200204,MTS,VM
201200211,RS,2
199801632,TLS,
199900900,분할선,KW
200708355,LBST,25
201112306,DPC PGN    150,
199000524,TV200,
200607899,징코신,
199802713,YCS,
200804633,BI,16
200403925,K.D20,분할선
199801027,JARSIN,
199602172,Duople Duople,
201200633,Hanmi Pidogul A,
201200634,JI CA,
201200635,Superpirin──────────마크,
201200636,ISP ARI,
201200637,HKC,
200611331,CT,FC750
200604293,FS,250
201110747,J분할선W,
201200603,KPP,COP
201111093,MPH 30,
200502154,마크70,마크
200711036,SL9,
200002975,SI AR,
200709272,MM,BDC
201111086,MPH 5,
199900672,D·W분할선LXP,
200401086,,
201200417,500/20,
201200246,YCS,
200808802,V,
199900033,S.P,ACL
200707533,KN-E,
200610986,AJUHRT,
200404608,SW CNF,
199400710,YJ,
200103022,Crw Nast,
200500132,0.5mgC-119,0.5mgC-119
201800212,SUSN,
200709253,KAP,분할선
200703436,BC,TL
200102703,KD,121
200501999,NSP,분할선
201200678,HS VL,
201200062,Korus Korus,
199900114,CKD,
199900636,PD분할선5,
201112331,HM5,
201702782,75 CMFC,
201110830,Wal C46,
200612706,마크,FL
200400543,마크 TAM,
199900143,마크,마크
201200615,BP,분할선
201200616,YY,C-1
200100827,YJP,
199302857,마크SPV,
197600065,A,마크
199700862,PEX,분할선
199902353,SD,분할선
200401107,마크,
200401107,마크,
200401107,마크,
201110739,DA DPQ,
200600054,NL분할선5,마크
200403523,HL,C분할선Z
201110684,下,1
199502856,UM,
199400905,마크 VR300,
201112194,마크 CRZ 200,
201200009,KPP,VT
200404701,ACC,KKM
199801474,마크,
201111150,UT CL DUO,
200301922,KD,131
201111087,MPH 40,
198900920,마크,분할선
200511047,T100,
200703052,ATV,2분할선0
200200449,LPZ,
200502817,마크,
197000040,우루사,
200003022,P-VITA,분할선
199901385,L-N,
200210186,7720,250
200500183,DPC,
201200277,RS,1
200901367,RIVER,
200501667,마크,75
201109030,마크 PGN75,
201105915,HM,4
201107002,WGH,분할선
200202658,마크 FFX,
201107292,마크,100
200511376,HGH,CG
200200386,ΛMC,K분할선I-　　　-
201109227,HS PN75,
201109260,WI PEN   150,
201109144,마크 PRG    150,
201109146,UT PGN   150,
201109255,PRC 300,
201109261,BMI 119,
201109154,PRGB 150,
201107200,SCD,2분할선5
201800200,NXT,
200400376,마크35,
196300019,△○분할선5,Lepetit
200000911,DG,
200500991,마크341,
201110526,D-W,PV
201105143,V분할선A,80
201108824,PA5,마크
201109141,HDP PGN150,
201110398,KPP,ECT
201105415,H분할선L,V3
201104795,GHF,
201104797,V분할선160,UT
201104756,GSFC2,
201109161,SCD PGN    150,
201108989,Hanmi PBN       75,
201105916,HM,10
201106077,TS,
200400620,HIP,TN
201104726,TNE,
198700443,KOLON,C분할선D
201110501,2½,893
201110502,HM,AM+
201109232,DA NRCH,
201108206,폴리아린 에프,
201109228,HS PN150,
201107173,A분할선C,GMT
201107175,KJP25,분할선
200400485,PRO,
201106789,SI,4
201109223,ALK NPL2,
201109242,YH PGN   150,
201110505,HM,4분할선0
201105150,MMCL,
201107174,마크,2분할선5
201109224,P75 마크,
200400651,ZJ,5
201110631,LPT LPT,
201109230,LPR 150,
200302008,C분할선A,WN
201109900,BGC,
200008769,EXELON1.5mg,
197300096,마크,BR
197400040,DK,10
201106366,H분할선S,SOF
201107004,MM25,분할선
201702692,T40/5,DWB
200906613,SK,745
201109902,마크,VM
201107273,WU25,
198400048,NF,
201107232,KbM25,
201109514,HM,TS2
201108990,Hanmi PBN      150,
201109028,PRC 75,
201109229,LPR 75,
201109288,IY PGN150,
201109310,MK P150,
201108962,DCM,
201109237,KP PEB   150,
201105412,KD,VTH
200801683,PV,V812
201109029,PRC 150,
201109313,AML100,분할선
201109329,COCAP COCAP,
201105486,Y분할선H,V4
200500302,5분할선0,마크
201105484,DS분할선CC,
201105488,마크 COX-2,
201106950,I분할선Y,GM
201106954,A-10,M분할선I
201105954,마크,14
201109152,PU PRD    75,
201109159,SHP 150,
201109160,SCD PGN    75,
201110509,RSD분할선3,
201110510,YH,702
201110512,U분할선M,4분할선LX
201110513,HM MLX7.5,
201110516,YDP,
201109145,UT PGN    75,
201109158,SHP 75,
201109235,KP PEB    75,
201109240,YH PGN    75,
201109253,KBP PGN    75,
200500553,CCN,
200500553,CCN,
200308465,通心絡膠囊,
201105063,RP UDQ,
201106963,MG분할선25,LG
201105145,CΛ,
201109142,hw PVC,
201109442,화콜,
201109819,TBD,75
200500765,D-W분할선D-W,MT분할선MT
200100773,D-W,MPG
200410670,STT,분할선
200703136,LP,10
201110001,GOLD-B,
201110055,U-009 15,
201110060,NK SRS,
201402359,VP 500 MIP,
201109827,SNP LSC30,
200712979,XR400,
201107450,미리코,
201107199,마크,25
201107201,MRM,2분할선50
200410506,SE분할선50,
200200258,Lf,
201105083,OX20,DWP
201109314,DC 125,
201109431,RP SAP,
201109140,HDP PGN75,
201109153,PU PRD   150,
201108886,SAMJIN PGN       150,
201106781,ET,분할선
200410907,K분할선b2,분할선
200404000,kpp atr,
199002022,복합LC-500,
201203257,시노피드,
201203478,V분할선T,
200501095,TGALT,
199500841,마크,
199303108,TYLENOL,500
200704619,CCP100,
200512146,P분할선H,마크
200403674,RPHIA,
200200665,CN,
199301659,SJ,40
200404060,KCP,분할선
199900203,291분할선291,
200600051,CIL,
199002184,KMS ACD    200mg,
201203630,GHC,
199600973,AG,
199700873,L 분할선 10,
199906859,4400,분할선
201203514,HN,A10
200401409,JY MLC,
200801333,GL4분할선GL4,분할선
200809073,IDP100,
197700171,AG,200
199901195,SPT,I분할선Y
199801149,JLM,
200302687,INS C02,
200300773,F-50 SCD,
200808517,SSAS,
200400886,,
199304455,MYUNGIN 0.4,마크
200300168,YUYU LNC     500,
197900378,S.I,분할선
199403378,CGP,16
200402368,NS CX100,
199302106,ASF,
200403246,MM ER300,
200512151,C분할선O,20
200400202,YY,
200101676,CIR,
201203484,DWP,D3A
198701639,마크 LPR,
201203485,KJ,마크
200806637,YH ACT,
200404616,SW MC,
201203612,88,50
201203613,88,100
201204602,,
200201712,WJ35,
199801849,WK10,
200608373,LHF,
199801972,P.P,
198901589,Z,
200108817,마크,VOR 200
200511059,마크 PGN    300,
201203744,D.W,분할선
200300657,YJP FPD,
199600370,ID분할선C,분할선
201203611,마크,80P
200002924,ZC,
198400971,MAORIX,125
198900494,YH CFD   500,
200109104,A분할선CS,분할선
200500677,D분할선216,
200300751,SCD,
200705219,마크,SCD
200707386,EBS PSE,
200802692,CNX,
200401743,SJ분할선SJ,분할선
200706765,DZ,
201205826,마크 PRG,
201205828,마크 PRC,
200903081,JS,UX
199806333,SAL,5
200610884,ROCHE0.5,분할선
200502952,RPMOA,
200605490,RPATF,
201203610,MFN,DHP
200102467,MCH ANTI300,
200401772,UT GBPT300,
198701320,HNSPS,
201203883,VZ,
200101451,UK,
200000493,CGP GC,
201203127,L,PZL
200803449,HM,LB
200801972,TSQ,35
201203607,마크,A10
200700867,ISP,15
200604178,HT,L50
200600123,YH,LH
199000141,DKP,분할선
200708368,ET,S
200905472,덱시카이+,
201203788,마크,분할선
200300026,SP ROXAGEN,
199400034,SPAF,
199701555,O25,분할선
201203128,MODCO,
199904280,Λ,
200704531,마크,PSD1
197800131,Y분할선H,PZ
200503664,INM,
200201715,Wal 22,
200401210,JRP분할선150F,
199300999,TCP,250
200808561,DWP,D10
200402973,hw5,
199902971,hw CSR,
201203632,OL,20
200500629,마크,L분할선4
201203101,마크,UT
200500704,AJU,분할선
201203608,마크분할선GL4,분할선
200401881,NP,분할선
200102663,PKP,
200402705,PKP,
199907245,0.625/5,
199907245,0.625,
199401990,JH 27,
198401252,SK&F400,TAGAMET -----
201205930,HSA,150
201205931,JI,I150
200512200,HMP120,분할선
199701200,SCD,D분할선N
200400824,IVYX,
197500336,MARONIN SAMJIN,
200302335,YM-R,
200403043,SCLF,
201205938,에취코프,
201205951,MZ분할선30,HDP
201203095,PNX,
201203745,D.W,5분할선0
200302486,CONAZOL UM50,
200500342,SS,PN
201205825,IHP PRL75,
201205972,SZ분할선500,분할선
200409981,GSKKNU,
198600457,마크,
199502356,마크,cr
199602665,CROWNDEXA,0.75
200703343,YI,
201205982,KL분할선BT,분할선
201204975,ΛJU,1분할선00
200807618,BI8,
200101997,Wal12,
200403053,마크분할선250,
200403060,GJ,D
200403072,NONO,
200607707,마크49,
197600444,분할선,마크30
201205097,BPH 20,
201800228,Mge,
200604198,ID2.5,
201205269,BR,
200411095,마크 OMR,
201205537,ULTERSM,
201205824,AFIN,
201205832,LOX,U분할선T
200403319,마크,T분할선P
200600821,ROX,
200301515,LCD15 KDC,
200402307,YI-LM,
200401105,AG,GTR-F
199701147,6,십자분할선
200501190,Fmoa,
200703674,마크150,
200102097,마크 5,
200300484,ANP,RT
201205628,L20,
201205653,MTS-6,분할선
200608240,H분할선S,25
200404864,KGP,
200605460,hw분할선79,100
201205838,RPC Day,
201205838,RPC Night,
201205549,PBK ACU,
200302369,RPMMC,
200300679,KSH,
199600217,마크,
199703432,ROXID,분할선
201205245,IVL,300
200702864,PKA,
201205977,A콜,
201205977,A콜,
200102844,hw CFRX   100,
198301120,H분할선L,F
200103862,PRB,
198801259,SRB,
198800057,HT분할선APX,
200502086,HN ER,
200503805,IB     IBCFR500 CFR500,
201204542,VO,0.2
200808244,마크,DVN
200000416,화콜NP CWP,
201204811,MG-F,
198400900,S분할선D,ERD
200600827,KS,LZT
200500225,DZ,RY
200500882,YJP DTN,
200501065,TG,AM분할선5
200502052,SD,BM
200702968,DPC,분할선
199702829,STC,분할선
200807541,IRB,K분할선D
198601052,W분할선2,마크
200711838,KPP,5
200809185,ETX HP,
200705881,LPT,
200200475,YH,R
199602998,Ris분할선2,
200708360,마크,D5
200400652,MTS OXY,
201205265,SCT100,분할선
201205939,AFCH,
201204813,CKD,B
201205087,KPP,MN
201205347,F분할선V,100
201205379,,
198501821,마크,분할선
201205383,,
201205447,마크분할선CT,
199802084,경동 ZN150,
200501997,NS,5
201205953,IRA,IY150
200500608,ML 셀크롬,
200707162,YMQ,
198902005,KD TRF,
200308358,W,EC분할선3
200410362,BMS150mg3624,
201205382,,
201205973,SZ분할선500,분할선
200704322,RN,10
201205573,SPPC,150
200102143,MPS,분할선
200605430,WJT,
200500695,AJU AXC,
199400625,AJU OAT,
199500795,AG,CMT
200302109,TJ,AO
199704619,HN30,
200300411,YH MLX7.5,
200101357,KN VC,
197500272,BR AC250,
201204548,D-W,SF분할선50
201205253,마크203,분할선
201205330,마크,50
201205168,고프레넥스,
201205384,,
200100970,BPH,분할선
200200332,Q,ID
201203928,GFM분할선GFM,마크분할선마크
201204971,DWP,S1분할선00
201205036,S분할선J,100
201205038,LXQ분할선LXQ,
199703389,korus,
200004608,H.Krs H.Krs,
200209794,NK701425,NK701425
200410897,JR분할선G,분할선
200607957,CT,LP
200002663,YI,31
200606537,HF,마크
200502876,HL147,
201205623,ΛJU,150
200401560,KN SL,
198301052,마크,SLX분할선25
199500193,K분할선E,
200700054,YHAL,
200502191,HM,
200000595,마크8,
200807528,MSD749,
200500552,CC,
200500552,CC,
201205536,D분할선C,100
201205974,MZ분할선7.5,HDP
200604324,KMS,250
200605443,HDP,10
200302216,BT,
200100323,K분할선S,3
201205130,SEARLE 1411,AAAA
201205941,CΛI,150
201205950,MZ분할선15,HDP
199600673,마크 ACM,
200511904,DXR,500
199301392,DT,분할선
201205167,KPP,MG
201205145,KPP,CN
201205943,파워젠,
201205933,마크,분할선
201205089,SCD,VTM
200307768,C10,
200500584,KL,분할선
200512168,H분할선S,PD
199501072,BS 분할선2,마크
201702695,T80/5,DWB
201205255,VCT,마크
201205362,C25,
198702211,MYUNGIN100,분할선
201205251,PNX,분할선
201205262,NTX,분할선
201205266,A-W5,
199400823,TBC S,
199504272,PROSCAR,MSD72
200500135,CFV 250,
201204672,고프레노즈,
201204675,PU,12
200000860,대웅제약 콜킥,
200605398,IH750,
200501156,마크,
201205539,K분할선b,100
200101598,SJ,분할선
199801138,OFCBPH,
200511264,313,
201205830,ALC,BVA
197600739,P분할선 E,
200400363,마크 CFR,
201204197,YSS,
199203480,UNIMED,분할선
200603864,CL,NVR
200600310,DC,4
200713454,PG,
200100750,D-W,L
200400327,ID,
200400274,KS,20
198900712,A분할선C,
200700391,KJ,MEL
201205364,C40,
200800017,EVQ,
201205361,C10,
200001519,PNT,I분할선Y
200300804,마크,R
200401300,PCV,I분할선Y
200901110,JI LVT,
201205274,Y분할선H,100
201205247,퍼펙코,
200401286,IY,P
199301112,BORAM,
200808251,EUPA,CKD
200410944,CLT,
201204389,MODCG,
201205527,LEX M,분할선
201205823,UTCL200,
200500097,HT분할선5,
197700025,PRINOSINE,분할선
200109142,CRIXIVAN ™========400mg,
200703164,마크,F
201205261,OP분할선HS,
201205263,LE분할선마크,
201205264,SCT50,분할선
198200291,BP BP,
200500438,FV,250ID
200607734,YH,TV
200501564,G300 G300,
200502287,ITF,
200300214,R분할선R,분할선
199000139,DPC CST,
200202753,마크 RSD    75,
201205414,SM4,KLN
200401474,150,
201204547,D-W,SF분할선100
200400641,ANP,SRP
200703076,NKN,분할선
201205940,IDP,150
201205942,HNP,150
198800318,KJ URK,
199301358,JYC,분할선
201202594,CJ,G
200300100,CKD EDLT,
201203513,HN,A20
200711116,LEF,분할선
201203534,KDP,D3A
200001896,TN,분할선
200709418,한풍 엑스콜,
198500618,HLP,분할선
198701520,YPF,
199201046,C L,마크
199702997,MM OS,
200808245,마크,DVH
200608192,마크,LP
200301589,DID,
200708590,BR,L100
201201789,MNF,BCWP
200003427,SJ,
201203609,K.D,A분할선20
201202718,SCD,VTP
201202902,ETX SBC,
201201693,K분할선W,100
201200767,QD,YJP
195900001,CKD 250,
199403106,TEVA20,
200703129,ΛTV,10
199701668,DWP,분할선
198000054,300,
200402053,WJ13,
197800085,C,C
199203357,AZP분할선50,
198000119,IDP MG500,
200708372,UK,PO
200709900,Vitamony,
199000530,Tiropa,
200302009,CRT,
201201680,YPA,
199100707,ED,분할선
201202780,마크,
200801005,MB,
200710345,375,
199900725,D-W,분할선
200604301,리맥스,
198500050,VM VM,
201206445,마크KLC,분할선
199001353,BK,AZ
201201690,HN,V2
201202801,IDP m,
200101150,MK ZD,
199301111,BPH,
197300172,LIT,
201202805,5/500,4221
199500021,SP,
200808755,마크VN,분할선
200713018,GP DKCL,
199502136,YCS,
201202770,SJ,270
200402824,WU,TN
201201051,B분할선E,YH
199400202,PANT,분할선
200201971,ETX,M분할선N
200300941,ST40,분할선
200500238,ry분할선5,
200404767,IBN Mzi,
200001723,N-W,
200811262,카르마,
199400488,DW,25
200807285,VHT,DPC
200503238,AT분할선5,KPP
200806504,VQ10,
200502482,SV10,분할선
201201691,마크,S50
200402351,KD,RI분할선2
199602466,hw03,
201203073,마크,
201203073,마크,
201203073,마크,
201203073,마크,
201203073,마크,
198800119,SX50 SX50,
198801019,ILSUNG MEPHIROL,
201201692,마크,S100
201201694,UK,분할선
199902700,RHEUMA,
200300961,헤모콤플러스,
200510999,GX EG2,
200003019,DEX,분할선
199101298,1분할선1,마크
201201791,CP5,
201201792,DCDU,
200411098,PU5,
201203633,OSC,
200400951,SNP ERD,
200002117,C-TRI,I
200500474,CL,L분할선1
200608249,Hem,
200200879,BPH,LTT
200100860,Roxan 37.5mg,
199100637,CBZ,
201302798,SS,PN
201207301,P20,
201207332,JIFN,
200402840,마크1,
201207067,G분할선R,100
201207367,DWP,S분할선50
200803434,K,IWP
201207014,D.W,1
201300338,TLD 100,
201206667,마크 FLC,
201208281,SW,ΛS
201207415,메디콜드 N,
201207415,메디콜드 D,
200713803,NVR,FB
201208632,L10,
200701833,BST,
200410892,C분할선V,IH
201206680,KG,20
201206681,KG,500
201208083,EL5,십자분할선
201301617,S분할선10,
201209757,IH,CM
201206594,마크 CFL,
201301663,L20,NVR
201207505,YJP분할선500,
201207507,WJ,S1분할선00
201207510,DKP,75
201207514,LV500,분할선
201207540,LT분할선500,
199300841,AJU TST,
198800902,Jy,분할선
201208462,킴스 D50,
201110541,,
201300016,마크분할선60,
201300037,레드코프F,
200400175,DA DGCH,
201208625,BMI 121,
201206848,KG,L1
201209000,7K,Λ10
201209008,WD,마크
201206081,93,7303
201206148,마크,150
201207541,KW,IP
201207542,BR,FMS 3
201207573,YY Cefaclor     250,
201207574,KG,C5
201206338,KW,IT
201302830,OCT,분할선
200100417,마크32,
199300928,ACERAC ACERAC,
201207404,마크,0.5
200400177,VT,분할선
200702137,마크,2875
201206593,YJ,P분할선9
200810625,마크 S12.55,
201204638,마크RK,분할선
201205252,마크,CDT102
201206163,DWP,60
201205250,AG,AV2
201205037,S분할선J,50
201206871,마크 ML7.5,
201206872,SML MD15,
201206493,WD,SD
201207085,10,
201207104,JI,VH160
201207578,FRS,십자분할선
201207585,마크,OS+D
201206446,IH,MT
200810001,마크80,
201206586,리드콜데이,
201206586,리드콜나잇,
201210187,SD,10
200800315,PU,1
200801336,LP 200,
199101971,DID,250
200710725,IKSU OC,
201205043,마크,Mom
201204543,VO,0.3
201206383,DEZ,
201206444,P분할선C,YJ
201206625,ETAS,
201206479,제로코프,
201208109,H분할선Λ,V
201300139,HS,ITR
200403126,H분할선S,2 0
201302390,NA,
200402609,분할선,SE JONG
201207576,BK분할선500,
200202193,LX,
200400700,AJU COT,
200404754,IBN CFC,
200404763,IBN,분할선
200904579,LCB7,
200903830,m,2.5
200703805,NVR,UIC
200301284,KUP ELD,
201302243,OL C,분할선
200108699,SB,4892
201204970,W분할선I,100
201302802,KV,0.1
201302260,A분할선A,
201206592,제일콜D,
201206592,제일콜N,
200302452,CET,
200301973,CP13,
199100476,마크,C
200402835,마크 CFX,
201210154,YI,84
201210188,D-W,APD
201206484,P-D,
201207082,VD,J분할선I
201207083,HL RM 15mg,
200001894,UD,
201206723,Aro-S,분할선
201206794,PL25,
199701437,JY,
201300892,RB,마크
201300893,SS CFN,
201208652,NK,IT
201206683,마크20,
201211055,BI,10
201205952,150,TJ
200401850,ND,
201301370,GR분할선GR,2분할선2
199902015,125,T분할선B
200904880,ETX,
201207414,PNX500,분할선
201206327,마크,S분할선1
200711426,270,마크
198901610,YI,45
201206333,ΛJU,D분할선V
199202949,ARU200,
201300048,BR,F6H
201300049,BR,F12H
201208193,마크,BGR분할선100
201207402,마크,LEV
201301246,SPP,TF
201301373,,
201301375,DWB25,분할선
201301376,MM,CL
201301493,에이프록센,
201207449,CA분할선WIN,
201207451,CΛJS,
201207469,WI분할선LV,500
200810702,HM25,
200810996,PKD,
201207068,메모턴,
201210739,덱시브판,
201211054,BI,5
201206250,ETX,
201206936,Dila 32mgSR,
201209012,,
200904618,DID UK,
201300642,SI M,
201207217,마크 E,
200500483,마크,L50
201207486,KPPCRM,
201207487,SHP 7.5mg,
201206121,DTF,
201207011,SHP OMC,
201207012,GI,75
200810920,SEL YU-F,
201206238,MOT,
201206757,BR25,
200706465,LHF,IY
201206935,Dila 16mgSR,
199700870,R,마크
201206572,YH,B-UP
201206090,ETXEPES,
201206856,PX,H
201206933,KG,
201207700,WA,
201208752,SZ4,
200502661,ZN,분할선
201206857,PX분할선05,H분할선H
201208433,K분할선G,T1
201208452,마크,I
201207512,마크L분할선500,
201207515,LV 250,분할선
201207516,MKP4,십자분할선
201207535,YJP분할선1000,
199802234,SD,LV
201303029,WI,ANC
201303030,YJ,분할선
201303045,TGY,160
201301621,ΛJU,NLT
201301646,마크,LV
201207294,WI,150
199100748,D-W,LAT
201207472,LP분할선250,
201207483,IDP분할선500,
201206082,ES5,
201300891,YPP FLU-50,
200404865,KG,25
200605386,D-W,H
201006211,KPP,G분할선C
201206280,YM-R,
201207460,JL,10
201209138,SL BC,분할선
201301659,PNX,250
201211562,YH SLB,
201211563,SZ5,
201209647,KD,TF
201209669,IY80,
200300864,JRPP4,십자분할선
201207479,HDP분할선500,
201207480,HDP분할선1000,
201207482,IDP분할선1000,
201006953,KPP,GVC
200701235,AL,분할선
201209661,JL,4
201209662,JL,5
201209664,TS80,CD
201210138,NK,T
201301696,DWB,T/A
201302392,Kb,NCT
201301587,마크,0.5
201206742,ID 80,
201206750,TLD 50,
201206875,KPP,MF
201206889,H분할선S,ATP
200803373,alza 27,
201207484,IDP분할선250,
201208631,하벤 골드,
200209627,마크 3004 90mg,
201303988,SI VCTF,
201207452,HTB,
